graph,seed,INF,time
graph21,"[(48, 204, 190), (28, 196)]",57.57,4.804435
graph21,"[(96, 197, 35), (75, 8, 81)]",51.8,4.457347
graph21,"[(0, 192, 11), (161, 97, 184)]",50.18,4.270932
graph21,"[(134, 83, 28), (210, 71, 25)]",72.36,5.400335
graph21,"[(155, 73, 110, 9), (101, 169, 20)]",49.31,4.137595
graph21,"[(144, 108, 37, 25), (11, 19, 78)]",63.92,4.917811
graph21,"[(27, 133, 52, 177), (26, 87, 37)]",62.61,4.941141
graph21,"[(158, 18, 80, 4), (182, 161, 172, 191)]",67.23,4.987405
graph21,"[(193, 222, 137, 138), (45, 103, 23, 110)]",60.16,4.771769
graph21,"[(7, 74, 177, 220), (26, 186, 21, 179)]",65.83,4.810063
graph21,"[(182, 125, 104, 16, 24), (192, 63, 82, 78)]",65.79,4.882212
graph21,"[(142, 84, 177, 170, 126), (79, 99, 90, 151)]",66.0,4.760275
graph21,"[(52, 200, 171, 133, 196), (117, 212, 127, 152)]",67.8,4.984285
graph21,"[(198, 38, 165, 19, 119), (177, 132, 121, 74, 88)]",63.02,4.741927
graph21,"[(186, 139, 63, 48, 60), (26, 141, 6, 0, 177)]",84.98,5.560902
graph21,"[(193, 62, 57, 187, 111), (124, 14, 183, 86, 181)]",73.14,5.19776
graph22,"[(179,), ()]",32.365,0.0
graph22,"[(179,), (52,)]",56.121,14.68
graph22,"[(179,), (52, 219)]",71.982,134.86
graph22,"[(179, 44), (52, 219)]",88.11,151.71
graph22,"[(179, 44), (52, 219, 223)]",97.501,475.52
graph22,"[(179, 44), (52, 219, 223, 148)]",105.798,643.0699999999999
graph22,"[(179, 44, 3), (52, 219, 223, 148)]",112.721,714.6899999999999
graph22,"[(179, 44, 3, 193), (52, 219, 223, 148)]",118.508,826.28
graph22,"[(179, 44, 3, 193, 43), (52, 219, 223, 148)]",124.228,842.62
graph22,"[(179, 44, 3, 193, 43), (52, 219, 223, 148, 229)]",128.14,1019.56
graph22,"[(182,), ()]",11.37,1.381369
graph22,"[(81,), ()]",11.74,1.391242
graph22,"[(108,), ()]",2.02,0.565178
graph22,"[(234,), (227,)]",23.26,2.684743
graph22,"[(69,), (147,)]",18.58,2.21367
graph22,"[(63,), (160,)]",17.17,2.325703
graph22,"[(126, 103), (130,)]",38.32,3.430792
graph22,"[(103, 69), (232,)]",39.7,3.620239
graph22,"[(62, 2), (134,)]",15.47,2.067466
graph22,"[(127, 171), (0, 208)]",42.31,3.702575
graph22,"[(168, 156), (21, 36)]",29.41,3.00832
graph22,"[(28, 75), (203, 145)]",37.68,3.546463
graph22,"[(138, 60, 167), (191, 197)]",38.97,3.552913
graph22,"[(165, 32, 148), (191, 96)]",44.78,3.974405
graph22,"[(28, 81, 75), (176, 127)]",40.27,3.565527
graph22,"[(32, 81, 17), (83, 217, 10)]",56.51,4.481605
graph22,"[(50, 106, 163), (137, 36, 213)]",58.47,4.514361
graph22,"[(6, 221, 34), (165, 208, 117)]",44.68,3.890156
graph22,"[(61, 161, 213, 78), (223, 53, 211)]",72.75,5.209686
graph22,"[(43, 114, 143, 39), (141, 37, 108)]",67.79,4.481054
graph22,"[(206, 41, 181, 80), (129, 97, 110)]",49.7,4.155796
graph22,"[(117, 202, 168, 240), (234, 233, 97, 27)]",66.05,4.856293
graph22,"[(2, 119, 68, 115), (195, 159, 44, 4)]",62.44,4.459273
graph22,"[(10, 54, 1, 75), (176, 49, 187, 26)]",61.38,4.70844
graph22,"[(73, 211, 63, 98, 76), (88, 31, 166, 8)]",54.01,4.367214
graph22,"[(234, 20, 182, 239, 4), (125, 34, 208, 78)]",68.26,4.859356
graph22,"[(68, 151, 147, 184, 42), (66, 37, 20, 223)]",73.27,5.144734
graph22,"[(185, 60, 161, 122, 215), (42, 83, 12, 106, 94)]",73.21,5.019249
graph22,"[(132, 172, 141, 74, 113), (213, 81, 189, 155, 188)]",62.5,4.612906
graph22,"[(177, 101, 79, 118, 8), (163, 34, 92, 77, 58)]",57.77,4.476426
graph23,"[(), (30,)]",33.415,0.0
graph23,"[(104,), (30,)]",60.584,4.29
graph23,"[(104, 123), (30,)]",76.919,125.08
graph23,"[(104, 123), (30, 40)]",87.271,394.71
graph23,"[(104, 123, 173), (30, 40)]",96.165,523.58
graph23,"[(104, 123, 173), (30, 40, 187)]",104.86,587.71
graph23,"[(104, 123, 173, 61), (30, 40, 187)]",112.416,701.87
graph23,"[(104, 123, 173, 61), (30, 40, 187, 148)]",117.632,818.61
graph23,"[(104, 123, 173, 61), (30, 40, 187, 148, 76)]",122.315,870.83
graph23,"[(104, 123, 173, 61), (30, 40, 187, 148, 76, 136)]",126.585,967.24
graph23,"[(184,), ()]",1.6,0.523109
graph23,"[(27,), ()]",11.01,1.383646
graph23,"[(74,), ()]",15.73,1.722631
graph23,"[(187,), (119,)]",26.22,2.883528
graph23,"[(60,), (79,)]",15.55,1.989685
graph23,"[(237,), (117,)]",24.54,2.576625
graph23,"[(73, 144), (124,)]",25.71,2.626863
graph23,"[(56, 197), (74,)]",37.98,3.582901
graph23,"[(18, 69), (46,)]",17.69,2.22866
graph23,"[(72, 111), (234, 148)]",42.05,3.822799
graph23,"[(108, 10), (116, 12)]",30.82,3.031978
graph23,"[(87, 14), (94, 6)]",46.05,3.8389
graph23,"[(204, 173, 82), (167, 155)]",53.93,4.420839
graph23,"[(64, 180, 121), (234, 144)]",40.83,3.775143
graph23,"[(65, 48, 154), (169, 32)]",41.56,3.781157
graph23,"[(229, 153, 101), (122, 199, 222)]",57.72,4.505498
graph23,"[(236, 180, 36), (199, 7, 49)]",47.35,4.100771
graph23,"[(50, 155, 94), (168, 1, 80)]",57.72,4.591419
graph23,"[(33, 165, 241, 230), (192, 209, 146)]",52.48,4.246595
graph23,"[(158, 146, 24, 235), (69, 234, 171)]",62.46,4.727965
graph23,"[(186, 42, 165, 37), (211, 124, 15)]",34.91,3.083019
graph23,"[(106, 51, 168, 104), (1, 45, 196, 149)]",77.94,5.322374
graph23,"[(66, 228, 105, 68), (123, 159, 230, 186)]",69.46,5.017165
graph23,"[(44, 32, 239, 198), (128, 170, 25, 142)]",69.22,5.016101
graph23,"[(90, 198, 145, 18, 161), (65, 92, 10, 221)]",66.43,4.78798
graph23,"[(100, 5, 175, 158, 99), (115, 150, 206, 7)]",69.75,4.980264
graph23,"[(96, 213, 124, 160, 85), (16, 127, 153, 36)]",77.17,5.231985
graph23,"[(114, 22, 57, 109, 89), (112, 15, 24, 146, 233)]",76.61,5.126198
graph23,"[(166, 128, 66, 115, 233), (213, 71, 32, 14, 65)]",75.97,5.157711
graph23,"[(160, 242, 226, 127, 18), (106, 101, 52, 23, 60)]",64.71,4.744868
graph24,"[(), (51,)]",26.989,0.0
graph24,"[(52,), (51,)]",50.312,8.67
graph24,"[(52, 190), (51,)]",65.374,91.48
graph24,"[(52, 190), (51, 29)]",78.143,164.77
graph24,"[(52, 190), (51, 29, 76)]",88.827,248.22000000000003
graph24,"[(52, 190, 12), (51, 29, 76)]",95.051,589.3
graph24,"[(52, 190, 12, 170), (51, 29, 76)]",100.485,643.9699999999999
graph24,"[(52, 190, 12, 170), (51, 29, 76, 25)]",104.957,716.7399999999999
graph24,"[(52, 190, 12, 170), (51, 29, 76, 25, 87)]",109.62,752.4899999999999
graph24,"[(52, 190, 12, 170, 189), (51, 29, 76, 25, 87)]",114.55,763.18
graph24,"[(136,), ()]",5.78,0.99464
graph24,"[(22,), ()]",8.77,1.273679
graph24,"[(71,), ()]",6.84,1.056303
graph24,"[(130,), (133,)]",17.02,2.292794
graph24,"[(52,), (16,)]",30.66,2.936857
graph24,"[(83,), (65,)]",13.21,1.863477
graph24,"[(75, 73), (150,)]",27.28,3.050756
graph24,"[(58, 74), (157,)]",27.14,2.860382
graph24,"[(104, 5), (10,)]",23.27,2.644148
graph24,"[(187, 133), (190, 189)]",41.43,3.92572
graph24,"[(150, 121), (77, 48)]",31.86,3.308342
graph24,"[(0, 81), (167, 159)]",31.37,3.182997
graph24,"[(149, 204, 114), (20, 45)]",45.28,3.94964
graph24,"[(35, 171, 18), (164, 195)]",44.38,3.946474
graph24,"[(50, 146, 150), (102, 91)]",43.11,3.956754
graph24,"[(168, 102, 106), (201, 42, 64)]",46.68,4.039696
graph24,"[(35, 130, 162), (120, 195, 200)]",46.59,4.05327
graph24,"[(98, 3, 61), (72, 30, 50)]",53.08,4.384479
graph24,"[(41, 177, 182, 205), (169, 149, 98)]",70.39,5.061619
graph24,"[(45, 167, 17, 99), (165, 74, 103)]",45.56,3.769703
graph24,"[(76, 83, 84, 169), (189, 182, 39)]",58.89,4.597903
graph24,"[(80, 177, 79, 21), (113, 121, 184, 117)]",52.32,4.327319
graph24,"[(84, 72, 150, 137), (190, 176, 32, 138)]",78.15,5.218629
graph24,"[(192, 24, 40, 10), (130, 49, 31, 180)]",55.2,4.394161
graph24,"[(161, 160, 193, 90, 4), (142, 17, 155, 169)]",61.45,4.531269
graph24,"[(127, 119, 154, 146, 37), (167, 64, 89, 65)]",55.57,4.25434
graph24,"[(108, 19, 66, 136, 128), (38, 121, 162, 74)]",46.36,3.882325
graph24,"[(151, 110, 5, 188, 40), (9, 46, 138, 17, 39)]",53.89,4.271305
graph24,"[(9, 68, 162, 185, 11), (52, 146, 20, 183, 32)]",69.81,4.815996
graph24,"[(159, 99, 177, 201, 166), (14, 143, 40, 146, 68)]",66.34,4.787585
graph25,"[(), (204,)]",37.563,0.0
graph25,"[(41,), (204,)]",62.976,6.89
graph25,"[(41, 84), (204,)]",78.03,111.82
graph25,"[(41, 84), (204, 193)]",90.916,190.26
graph25,"[(41, 84, 71), (204, 193)]",100.182,429.07
graph25,"[(41, 84, 71), (204, 193, 6)]",107.278,623.75
graph25,"[(41, 84, 71), (204, 193, 6, 53)]",112.601,790.15
graph25,"[(41, 84, 71), (204, 193, 6, 53, 123)]",117.741,813.1999999999999
graph25,"[(41, 84, 71, 38), (204, 193, 6, 53, 123)]",122.191,865.6299999999999
graph25,"[(41, 84, 71, 38), (204, 193, 6, 53, 123, 93)]",127.143,868.8499999999999
graph25,"[(224,), ()]",8.0,1.170465
graph25,"[(157,), ()]",18.39,1.922363
graph25,"[(223,), ()]",19.39,1.941348
graph25,"[(35,), (135,)]",18.14,2.203209
graph25,"[(78,), (103,)]",15.26,2.021787
graph25,"[(192,), (203,)]",26.17,2.9134
graph25,"[(137, 28), (126,)]",27.41,3.051693
graph25,"[(156, 34), (141,)]",33.02,3.350454
graph25,"[(6, 127), (5,)]",26.51,2.682341
graph25,"[(138, 143), (145, 120)]",34.71,3.299669
graph25,"[(204, 80), (157, 128)]",65.33,5.238705
graph25,"[(131, 115), (98, 114)]",26.56,2.816622
graph25,"[(229, 226, 127), (14, 116)]",33.89,3.401976
graph25,"[(215, 204, 157), (190, 103)]",59.08,4.46104
graph25,"[(158, 123, 84), (200, 93)]",76.67,5.445817
graph25,"[(192, 79, 115), (181, 156, 57)]",46.68,4.086696
graph25,"[(138, 85, 207), (153, 2, 43)]",45.33,3.755402
graph25,"[(50, 71, 79), (27, 115, 110)]",69.48,5.20076
graph25,"[(30, 159, 49, 121), (220, 88, 48)]",62.11,4.845875
graph25,"[(226, 6, 172, 96), (26, 220, 1)]",64.69,4.884663
graph25,"[(224, 90, 35, 211), (45, 107, 25)]",37.38,3.447678
graph25,"[(164, 107, 87, 79), (158, 215, 86, 97)]",53.79,4.252727
graph25,"[(220, 217, 116, 196), (120, 23, 130, 192)]",57.67,4.53339
graph25,"[(222, 86, 13, 63), (104, 47, 199, 185)]",63.73,4.764271
graph25,"[(51, 21, 154, 108, 171), (59, 179, 194, 112)]",53.24,4.277262
graph25,"[(144, 11, 157, 78, 29), (99, 200, 108, 84)]",80.1,5.356779
graph25,"[(172, 90, 117, 92, 138), (46, 115, 142, 164)]",59.51,4.593294
graph25,"[(128, 16, 113, 67, 42), (135, 133, 66, 109, 96)]",82.45,5.387694
graph25,"[(37, 134, 148, 13, 30), (96, 224, 108, 44, 143)]",67.4,4.734124
graph25,"[(73, 177, 130, 51, 188), (88, 221, 148, 202, 27)]",70.93,4.998447
graph26,"[(), (68,)]",29.126,0.0
graph26,"[(130,), (68,)]",50.499,14.63
graph26,"[(130,), (68, 54)]",63.557,216.71
graph26,"[(130, 199), (68, 54)]",76.34,233.94
graph26,"[(130, 199, 154), (68, 54)]",87.648,321.51
graph26,"[(130, 199, 154), (68, 54, 32)]",95.847,564.55
graph26,"[(130, 199, 154, 208), (68, 54, 32)]",101.791,878.1399999999999
graph26,"[(130, 199, 154, 208, 112), (68, 54, 32)]",106.434,1041.9
graph26,"[(130, 199, 154, 208, 112), (68, 54, 32, 177)]",110.445,1112.7499999999998
graph26,"[(130, 199, 154, 208, 112, 231), (68, 54, 32, 177)]",114.695,1116.0299999999995
graph26,"[(114,), ()]",13.18,1.685529
graph26,"[(129,), ()]",15.99,1.843366
graph26,"[(128,), ()]",11.58,1.440948
graph26,"[(120,), (186,)]",25.89,2.88479
graph26,"[(175,), (43,)]",17.11,2.177831
graph26,"[(127,), (51,)]",27.54,3.120626
graph26,"[(128, 69), (99,)]",37.59,3.755879
graph26,"[(98, 156), (209,)]",37.1,3.644515
graph26,"[(51, 74), (64,)]",24.31,2.774473
graph26,"[(148, 190), (144, 52)]",33.99,3.437012
graph26,"[(32, 192), (134, 206)]",46.2,4.252308
graph26,"[(85, 48), (26, 16)]",34.89,3.436625
graph26,"[(155, 191, 23), (33, 27)]",51.53,4.488218
graph26,"[(184, 188, 153), (46, 212)]",36.99,3.618801
graph26,"[(72, 137, 89), (76, 86)]",54.32,4.578214
graph26,"[(20, 140, 224), (57, 233, 110)]",55.1,4.631558
graph26,"[(164, 162, 107), (111, 231, 24)]",51.1,4.401453
graph26,"[(14, 0, 101), (147, 168, 105)]",39.7,3.549743
graph26,"[(64, 120, 38, 82), (51, 80, 74)]",68.02,5.200101
graph26,"[(56, 117, 104, 186), (205, 156, 17)]",60.58,4.86337
graph26,"[(142, 46, 50, 218), (86, 222, 116)]",66.32,5.097496
graph26,"[(51, 22, 198, 127), (189, 130, 216, 38)]",77.84,5.649614
graph26,"[(173, 13, 172, 223), (23, 42, 136, 166)]",64.12,4.941226
graph26,"[(84, 151, 126, 212), (53, 117, 135, 123)]",61.83,4.890841
graph26,"[(178, 228, 114, 123, 158), (161, 19, 25, 119)]",71.45,5.21051
graph26,"[(73, 190, 181, 175, 95), (144, 102, 191, 99)]",61.98,4.900473
graph26,"[(155, 65, 143, 215, 159), (201, 121, 156, 180)]",67.97,5.08561
graph26,"[(41, 191, 203, 32, 58), (87, 48, 226, 42, 169)]",76.67,5.439579
graph26,"[(108, 111, 36, 191, 220), (76, 204, 171, 49, 35)]",71.06,5.288876
graph26,"[(221, 89, 99, 115, 95), (149, 7, 20, 91, 22)]",81.72,5.557612
graph27,"[(25,), ()]",37.319,0.0
graph27,"[(25,), (134,)]",61.012,15.72
graph27,"[(25, 31), (134,)]",75.726,166.44
graph27,"[(25, 31), (134, 13)]",87.249,289.23
graph27,"[(25, 31), (134, 13, 56)]",96.769,413.42
graph27,"[(25, 31), (134, 13, 56, 38)]",103.617,669.19
graph27,"[(25, 31, 190), (134, 13, 56, 38)]",110.94,718.22
graph27,"[(25, 31, 190), (134, 13, 56, 38, 111)]",115.948,878.0500000000001
graph27,"[(25, 31, 190, 147), (134, 13, 56, 38, 111)]",120.393,938.17
graph27,"[(25, 31, 190, 147), (134, 13, 56, 38, 111, 105)]",124.424,988.13
graph27,"[(52,), ()]",8.38,1.082464
graph27,"[(74,), ()]",4.74,0.837302
graph27,"[(39,), ()]",12.83,1.521893
graph27,"[(192,), (107,)]",11.44,1.733041
graph27,"[(91,), (37,)]",14.04,1.90469
graph27,"[(26,), (116,)]",16.68,2.160804
graph27,"[(144, 76), (141,)]",37.7,3.582858
graph27,"[(155, 181), (95,)]",31.79,3.175142
graph27,"[(182, 38), (104,)]",35.32,3.244758
graph27,"[(168, 193), (22, 171)]",35.31,3.389588
graph27,"[(187, 115), (23, 20)]",45.88,4.129214
graph27,"[(141, 101), (183, 113)]",48.7,4.153919
graph27,"[(132, 174, 13), (85, 195)]",58.13,4.625281
graph27,"[(172, 8, 164), (195, 157)]",43.71,3.952266
graph27,"[(86, 178, 98), (145, 84)]",30.61,2.909262
graph27,"[(116, 176, 94), (65, 88, 2)]",61.0,4.740872
graph27,"[(169, 49, 120), (204, 44, 191)]",50.12,4.082129
graph27,"[(79, 65, 142), (74, 2, 136)]",40.43,3.670632
graph27,"[(179, 129, 163, 112), (74, 110, 205)]",47.93,4.068599
graph27,"[(101, 87, 89, 188), (39, 142, 80)]",47.94,4.057648
graph27,"[(197, 1, 14, 120), (140, 102, 94)]",58.68,4.589546
graph27,"[(148, 68, 210, 55), (85, 146, 150, 91)]",61.12,4.585276
graph27,"[(70, 60, 192, 136), (24, 116, 193, 170)]",52.0,4.197371
graph27,"[(102, 214, 150, 199), (88, 136, 172, 15)]",70.81,5.065264
graph27,"[(189, 187, 93, 204, 71), (145, 123, 171, 101)]",63.1,4.766591
graph27,"[(61, 63, 137, 111, 107), (105, 145, 123, 22)]",90.49,5.629745
graph27,"[(192, 9, 69, 154, 13), (150, 70, 90, 84)]",55.42,4.137726
graph27,"[(69, 117, 200, 57, 42), (83, 142, 70, 146, 122)]",54.38,4.211729
graph27,"[(68, 212, 184, 195, 140), (173, 191, 11, 196, 56)]",84.86,5.254076
graph27,"[(47, 197, 16, 53, 15), (116, 135, 200, 46, 143)]",81.53,5.371369
graph28,"[(), (214,)]",38.199,0.0
graph28,"[(118,), (214,)]",70.12,4.51
graph28,"[(118, 58), (214,)]",85.971,118.2
graph28,"[(118, 58), (214, 43)]",95.689,335.83
graph28,"[(118, 58, 202), (214, 43)]",104.755,403.47
graph28,"[(118, 58, 202), (214, 43, 47)]",111.552,541.38
graph28,"[(118, 58, 202), (214, 43, 47, 163)]",116.534,689.86
graph28,"[(118, 58, 202), (214, 43, 47, 163, 26)]",121.043,742.33
graph28,"[(118, 58, 202), (214, 43, 47, 163, 26, 126)]",124.436,902.83
graph28,"[(118, 58, 202, 175), (214, 43, 47, 163, 26, 126)]",127.434,960.45
graph28,"[(141,), ()]",7.81,1.123848
graph28,"[(147,), ()]",11.66,1.36363
graph28,"[(57,), ()]",8.06,0.994021
graph28,"[(116,), (178,)]",26.58,2.703502
graph28,"[(195,), (39,)]",13.61,1.756951
graph28,"[(88,), (183,)]",30.03,3.205161
graph28,"[(25, 146), (60,)]",35.04,3.229727
graph28,"[(180, 81), (121,)]",26.39,2.828487
graph28,"[(157, 195), (50,)]",21.93,2.496633
graph28,"[(179, 128), (188, 117)]",29.33,3.10978
graph28,"[(12, 157), (205, 28)]",27.12,2.865946
graph28,"[(37, 11), (165, 123)]",43.87,3.883025
graph28,"[(208, 18, 45), (197, 210)]",41.65,3.713606
graph28,"[(196, 119, 148), (92, 147)]",42.09,3.743447
graph28,"[(189, 212, 125), (105, 57)]",49.67,4.185853
graph28,"[(120, 53, 76), (50, 19, 93)]",55.03,4.366755
graph28,"[(179, 196, 120), (123, 131, 176)]",51.58,4.024584
graph28,"[(158, 144, 9), (173, 170, 42)]",47.59,4.00764
graph28,"[(98, 216, 67, 22), (44, 103, 135)]",51.89,4.241105
graph28,"[(73, 114, 84, 85), (133, 116, 29)]",55.63,4.465873
graph28,"[(216, 179, 115, 193), (97, 17, 112)]",48.69,4.094318
graph28,"[(93, 88, 155, 127), (126, 187, 68, 50)]",77.47,5.190494
graph28,"[(204, 119, 173, 98), (40, 192, 66, 191)]",43.77,3.605569
graph28,"[(212, 91, 56, 48), (167, 44, 88, 214)]",83.46,5.2932
graph28,"[(133, 209, 115, 158, 76), (187, 216, 78, 26)]",72.88,5.076359
graph28,"[(100, 85, 157, 69, 121), (151, 88, 1, 141)]",67.21,4.810941
graph28,"[(189, 103, 169, 184, 115), (121, 136, 199, 211)]",61.15,4.578381
graph28,"[(192, 204, 113, 173, 89), (92, 174, 193, 109, 47)]",74.92,5.105143
graph28,"[(157, 167, 89, 88, 173), (184, 192, 214, 163, 8)]",84.44,5.123297
graph28,"[(3, 11, 187, 168, 122), (67, 76, 163, 198, 142)]",73.68,4.808856
graph29,"[(92,), ()]",30.179,0.0
graph29,"[(92,), (156,)]",53.159,13.89
graph29,"[(92, 96), (156,)]",70.437,57.71
graph29,"[(92, 96), (156, 71)]",80.903,305.64
graph29,"[(92, 96), (156, 71, 112)]",90.852,353.49
graph29,"[(92, 96, 143), (156, 71, 112)]",98.008,527.33
graph29,"[(92, 96, 143), (156, 71, 112, 19)]",104.544,551.4000000000001
graph29,"[(92, 96, 143, 7), (156, 71, 112, 19)]",109.509,672.7500000000001
graph29,"[(92, 96, 143, 7, 128), (156, 71, 112, 19)]",113.995,751.1400000000001
graph29,"[(92, 96, 143, 7, 128), (156, 71, 112, 19, 161)]",117.398,865.5900000000001
graph29,"[(36,), ()]",8.56,1.259177
graph29,"[(151,), ()]",4.65,0.911407
graph29,"[(100,), ()]",14.38,1.910526
graph29,"[(130,), (101,)]",29.01,3.680064
graph29,"[(184,), (56,)]",15.93,2.340994
graph29,"[(164,), (20,)]",14.21,2.140828
graph29,"[(81, 158), (45,)]",11.99,1.777504
graph29,"[(157, 58), (23,)]",19.38,2.510249
graph29,"[(8, 147), (92,)]",40.22,4.223558
graph29,"[(35, 58), (115, 51)]",28.87,3.294302
graph29,"[(196, 12), (188, 10)]",36.75,3.817305
graph29,"[(10, 44), (196, 86)]",46.09,4.441504
graph29,"[(24, 144, 20), (130, 153)]",49.45,4.538062
graph29,"[(10, 45, 44), (191, 199)]",50.55,4.664867
graph29,"[(10, 96, 32), (39, 108)]",56.75,5.070912
graph29,"[(112, 78, 26), (104, 140, 89)]",63.84,5.376442
graph29,"[(168, 95, 139), (118, 163, 4)]",41.8,4.228801
graph29,"[(86, 78, 5), (167, 153, 107)]",48.37,4.563484
graph29,"[(147, 157, 84, 110), (67, 11, 138)]",42.98,4.159078
graph29,"[(32, 103, 88, 48), (45, 16, 181)]",44.19,4.282376
graph29,"[(72, 67, 138, 71), (13, 70, 1)]",63.11,5.458318
graph29,"[(137, 113, 97, 195), (65, 94, 110, 205)]",57.45,4.929328
graph29,"[(171, 97, 169, 111), (148, 87, 90, 126)]",59.64,5.007231
graph29,"[(52, 87, 54, 82), (6, 74, 22, 119)]",50.78,4.481323
graph29,"[(95, 159, 178, 149, 45), (181, 148, 38, 162)]",51.64,4.657882
graph29,"[(197, 181, 82, 0, 30), (149, 172, 161, 128)]",66.16,5.245801
graph29,"[(17, 193, 81, 198, 162), (160, 194, 137, 170)]",62.73,5.117759
graph29,"[(3, 37, 60, 25, 154), (163, 0, 122, 31, 40)]",64.7,5.02463
graph29,"[(149, 206, 33, 120, 55), (8, 53, 74, 151, 115)]",66.47,5.209783
graph29,"[(167, 132, 16, 88, 42), (53, 15, 194, 145, 174)]",64.96,5.162032
graph30,"[(), (229,)]",35.215,0.0
graph30,"[(141,), (229,)]",60.405,7.33
graph30,"[(141, 15), (229,)]",75.316,195.85
graph30,"[(141, 15), (229, 212)]",87.048,354.87
graph30,"[(141, 15, 191), (229, 212)]",96.133,550.8
graph30,"[(141, 15, 191), (229, 212, 25)]",105.113,586.04
graph30,"[(141, 15, 191), (229, 212, 25, 14)]",110.557,971.06
graph30,"[(141, 15, 191, 13), (229, 212, 25, 14)]",114.985,1184.28
graph30,"[(141, 15, 191, 13, 86), (229, 212, 25, 14)]",119.859,1192.78
graph30,"[(141, 15, 191, 13, 86, 159), (229, 212, 25, 14)]",123.887,1201.15
graph30,"[(200,), ()]",8.35,1.179026
graph30,"[(199,), ()]",6.96,1.022801
graph30,"[(89,), ()]",13.16,1.52424
graph30,"[(154,), (32,)]",21.55,2.585856
graph30,"[(4,), (180,)]",25.04,2.893641
graph30,"[(211,), (86,)]",29.93,3.249469
graph30,"[(47, 118), (176,)]",34.68,3.507692
graph30,"[(161, 96), (7,)]",32.69,3.244573
graph30,"[(103, 134), (190,)]",42.01,3.351575
graph30,"[(103, 148), (147, 124)]",49.65,4.274342
graph30,"[(38, 216), (113, 165)]",46.9,4.217403
graph30,"[(190, 204), (156, 240)]",41.59,3.671729
graph30,"[(71, 63, 82), (190, 151)]",30.84,2.97466
graph30,"[(238, 124, 83), (70, 75)]",54.98,4.752168
graph30,"[(239, 121, 149), (130, 2)]",48.53,4.272266
graph30,"[(222, 121, 204), (175, 46, 119)]",54.6,4.548235
graph30,"[(154, 178, 31), (83, 212, 66)]",60.17,4.784152
graph30,"[(105, 67, 58), (224, 198, 91)]",49.38,4.298282
graph30,"[(121, 123, 107, 238), (38, 111, 220)]",75.68,5.407343
graph30,"[(50, 200, 235, 42), (36, 90, 94)]",54.35,4.536234
graph30,"[(192, 26, 161, 203), (111, 230, 223)]",67.47,4.988899
graph30,"[(150, 103, 46, 27), (9, 93, 146, 12)]",63.82,4.826991
graph30,"[(24, 127, 128, 23), (80, 195, 84, 99)]",62.73,4.894258
graph30,"[(44, 194, 114, 123), (100, 125, 232, 226)]",60.39,4.701505
graph30,"[(65, 208, 120, 236, 217), (41, 32, 10, 193)]",70.12,5.125021
graph30,"[(28, 238, 174, 113, 220), (204, 124, 72, 226)]",78.68,5.439301
graph30,"[(59, 35, 189, 234, 158), (109, 172, 201, 86)]",84.18,5.761845
graph30,"[(16, 29, 132, 87, 169), (55, 48, 144, 211, 129)]",64.69,4.907013
graph30,"[(242, 36, 75, 198, 208), (189, 122, 235, 214, 224)]",65.94,4.940972
graph30,"[(30, 116, 202, 200, 57), (199, 96, 218, 39, 84)]",66.97,5.006881
